,text,general_tags,specific_tags,token_tagset
0,"San Felipe , kapalit ng P120 , 000 placement fee , subalit hindi nakaalis . Batay sa pagsisiyasat ni PO3 Adrian Lapitan , nagbayad ng paunang P11 , 000 si Martinez sa suspek noong Disyembre 14 , 2016 sa tapat ng munisipyo sa Bgy .","['PROPN' 'PROPN' 'PUNC' 'CONJ' 'CONJ' 'CD' 'PUNC' 'Noun' 'Noun' 'PUNC'
 'CONJ' 'RB' 'VB' 'PUNC' 'RB' 'CONJ' 'NOUN' 'DT' 'PROPN' 'PROPN' 'PROPN'
 'PUNC' 'VB' 'CONJ' 'JJD_CCP' 'CD' 'PUNC' 'DT' 'PROPN' 'CONJ' 'NOUN'
 'RBW_CCP' 'PROPN' 'PUNC' 'CONJ' 'JJ' 'CONJ' 'NOUN' 'CONJ' 'PROPN' 'PUNC']","['NNP' 'NNP' 'PMC' 'CCB' 'CCB' 'CDB' 'PMC' 'NN' 'NN' 'PMC' 'CCT' 'RBF'
 'VBTR' 'PMP' 'RBR' 'CCT' 'NNC' 'DTP' 'NNP' 'NNP' 'NNP' 'PMC' 'VBTS' 'CCB'
 'JJD_CCP' 'CDB' 'PMC' 'DTP' 'NNP' 'CCT' 'NNC' 'RBW_CCP' 'NNP' 'PMC' 'CCT'
 'JJD' 'CCB' 'NNC' 'CCT' 'NNP' 'PMP']","['MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair' 'Flair' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN']"
1,Pumanaw ang 65 taong gulang na mamamahayag dahil sa cardiac arrest na resulta ng congestive heart failure .,"['VB' 'DT' 'NNC_CCP' 'NOUN' 'CCP' 'NOUN' 'CONJ' 'CONJ' 'Noun' 'Noun' 'CCP'
 'NOUN' 'CONJ' 'JJ' 'Noun' 'Noun' 'PUNC']","['VBAF' 'DTC' 'NNC_CCP' 'NNC' 'CCP' 'NNC' 'CCR' 'CCT' 'NN' 'NN' 'CCP'
 'NNC' 'CCB' 'JJ' 'NN' 'NN' 'PMP']","['MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair' 'Flair'
 'MGNN' 'MGNN' 'MGNN' 'Flair' 'Flair' 'Flair']"
2,"ang bahagi pa ng birthday message ni Liza para kay Enrique . In fairness , kasal na lang talaga ang kulang sa Kapamilya couple dahil ilang taon na rin silang magkarelasyon at palagi naman nilang sinasabi na natagpuan na nila ang `` forever '' sa piling ng isa't isa . Kaya yan ang inaabangan ng milyun-milyon nilang tagasuporta pati na rin ng kanilang mga kaibigan sa showbiz .","['DT' 'NOUN' 'RB' 'CONJ' 'NOUN' 'Noun' 'DT' 'PROPN' 'CONJ' 'DT' 'PROPN'
 'PUNC' 'PROPN' 'FW' 'PUNC' 'JJ' 'RB' 'RB' 'RB' 'DT' 'JJ' 'CONJ' 'NOUN'
 'FW' 'CONJ' 'PRQ_CCP' 'NOUN' 'RB' 'RB' 'PRP_CCP' 'VB' 'FW' 'RB' 'RB'
 'PRP_CCP' 'VB' 'CCP' 'VB' 'CCP' 'PR' 'DT' 'FW' 'FW' 'SYM' 'CONJ'
 'JJD_CCP' 'CONJ' 'CD' 'PRI' 'PUNC' 'CONJ' 'PR' 'DT' 'VB' 'CONJ' 'JJ'
 'PRP_CCP' 'NOUN' 'CONJ' 'RB' 'RB' 'CONJ' 'PRSP_CCP' 'DT' 'NOUN' 'CONJ'
 'FW' 'PUNC']","['DTC' 'NNC' 'RBI' 'CCB' 'NNC' 'NN' 'DTP' 'NNP' 'CCT' 'DTP' 'NNP' 'PMP'
 'NNP' 'FW' 'PMC' 'JJD' 'RBI' 'RBI' 'RBT' 'DTC' 'JJD' 'CCT' 'NNC' 'FW'
 'CCR' 'PRQ_CCP' 'NNC' 'RBI' 'RBI' 'PRP_CCP' 'VBW' 'FW' 'RBW' 'RBI'
 'PRP_CCP' 'VBTR' 'CCP' 'VBTS' 'CCP' 'PRP' 'DTC' 'FW' 'FW' 'PMS' 'CCT'
 'JJD_CCP' 'CCB' 'JJN' 'PRI' 'PMP' 'CCR' 'PRO' 'DTC' 'VBTR' 'CCB' 'JJD'
 'PRP_CCP' 'NNC' 'CCA' 'RBI' 'RBI' 'CCB' 'PRSP_CCP' 'DTCP' 'NNC' 'CCT'
 'FW' 'PMP']","['MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair'
 'MGNN' 'MGNN' 'MGNN']"
3,"Noong nakaraang Nobyembre , isang tuta na kakaiba rin ang hitsura ang isinilang naman sa Mati City .","['RBW_CCP' 'RBW_CCP' 'PROPN' 'PUNC' 'PRI_CCP' 'NOUN' 'CCP' 'JJ' 'RB' 'DT'
 'NOUN' 'DT' 'VB' 'RB' 'CONJ' 'PROPN' 'PROPN' 'PUNC']","['RBW_CCP' 'RBW_CCP' 'NNP' 'PMC' 'PRI_CCP' 'NNC' 'CCP' 'JJD' 'RBI' 'DTC'
 'NNC' 'DTC' 'VBTS' 'RBI' 'CCT' 'NNP' 'NNP' 'PMP']","['MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair']"
4,Mali yata ang naisip kasi namin noon na kung sakaling may offer siya para gumawa ng commercials ay mga panlalaking produkto o kaya ' y pagkain dahil mahilig siyang kumain .,"['PROPN' 'RB' 'DT' 'VB' 'CONJ' 'PR' 'RB' 'CCP' 'CONJ' 'RB' 'VB' 'FW' 'PR'
 'CONJ' 'VB' 'CONJ' 'FW' 'LM' 'DT' 'JJD_CCP' 'NOUN' 'FW' 'CONJ' 'SYM' 'FW'
 'NOUN' 'CONJ' 'VB' 'PRS_CCP' 'VB' 'PUNC']","['NNP' 'RBM' 'DTC' 'VBTS' 'CCR' 'PRP' 'RBW' 'CCP' 'CCR' 'RBM' 'VBH' 'FW'
 'PRS' 'CCT' 'VBAF' 'CCB' 'FW' 'LM' 'DTCP' 'JJD_CCP' 'NNC' 'FW' 'CCR'
 'PMS' 'FW' 'NNC' 'CCR' 'VBW' 'PRS_CCP' 'VBAF' 'PMP']","['MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN']"
5,"Kaya kapag nagsalubong po ang dalawang hangin na iyan ay nagkakaroon po tayo ng thunderstorms , ang ITCZ , naman ay ang hanging nanggagaling sa northern at southern hemisphere converge na syang nagdadala ng malaakas na pag-uulan '' paliwanag ni PAGASA weather specialist Meno Mendoza .","['CONJ' 'CONJ' 'VB' 'FW' 'DT' 'JJN_CCP' 'NOUN' 'CCP' 'PR' 'LM' 'VB' 'FW'
 'PR' 'CONJ' 'FW' 'PUNC' 'DT' 'PROPN' 'PUNC' 'RB' 'LM' 'DT' 'NNC_CCP' 'VB'
 'CONJ' 'FW' 'FW' 'FW' 'FW' 'FW' 'CCP' 'NNC_CCP' 'VB' 'CONJ' 'JJ' 'CCP'
 'NOUN' 'SYM' 'NOUN' 'DT' 'PROPN' 'FW' 'FW' 'PROPN' 'PROPN' 'PUNC']","['CCR' 'CCR' 'VBTS' 'FW' 'DTC' 'JJN_CCP' 'NNC' 'CCP' 'PRO' 'LM' 'VBTR'
 'FW' 'PRP' 'CCB' 'FW' 'PMC' 'DTC' 'NNPA' 'PMC' 'RBI' 'LM' 'DTC' 'NNC_CCP'
 'VBTR' 'CCT' 'FW' 'FW' 'FW' 'FW' 'FW' 'CCP' 'NNC_CCP' 'VBTR' 'CCB' 'JJD'
 'CCP' 'NNC' 'PMS' 'NNC' 'DTP' 'NNPA' 'FW' 'FW' 'NNP' 'NNP' 'PMP']","['MGNN' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'Flair' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'Flair' 'Flair' 'Flair' 'Flair' 'Flair' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN']"
6,"Posible ngayon hapon o mamayang gabi ay tumama sa kalupaan ang bagyong Emong , ayon sa PAGASA .","['RB' 'RB' 'RB' 'FW' 'NNC_CCP' 'RB' 'LM' 'VB' 'CONJ' 'NOUN' 'DT' 'NNC_CCP'
 'PROPN' 'PUNC' 'RB' 'CONJ' 'PROPN' 'PUNC']","['RBT' 'RBW' 'RBW' 'FW' 'NNC_CCP' 'RBW' 'LM' 'VBAF' 'CCT' 'NNC' 'DTC'
 'NNC_CCP' 'NNP' 'PMC' 'RBR' 'CCT' 'NNPA' 'PMP']","['MGNN' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN']"
7,"Noong tayo ay naging Chief PNP at dahil sa suporta rin ng ating butihing Pangulong Duterte , talagang inilaban natin ang mas malaking basic salary na nababagay naman talaga sa personnel ng mga ahensyang ito ng ating gobyerno , bagay na maaaring ikonsidera lalo na ng mga nangangarap na makapag lingkod sa bayan .","['RBW_CCP' 'PR' 'LM' 'VB' 'PROPN' 'PROPN' 'IN' 'CONJ' 'CONJ' 'NOUN' 'RB'
 'CONJ' 'PRSP_CCP' 'NNC_CCP' 'NNP_CCP' 'PROPN' 'PUNC' 'RBT_CCP' 'VB' 'PR'
 'DT' 'JJ' 'JJD_CCP' 'FW' 'FW' 'CCP' 'VB' 'RB' 'RB' 'CONJ' 'FW' 'CONJ'
 'DT' 'NNC_CCP' 'PR' 'CONJ' 'PRSP_CCP' 'NOUN' 'PUNC' 'NOUN' 'CCP' 'RB'
 'VB' 'JJ' 'RB' 'CONJ' 'DT' 'RB' 'CCP' 'VB' 'NOUN' 'CONJ' 'NOUN' 'PUNC']","['RBW_CCP' 'PRP' 'LM' 'VBTS' 'NNP' 'NNPA' 'IN' 'CCR' 'CCT' 'NNC' 'RBI'
 'CCB' 'PRSP_CCP' 'NNC_CCP' 'NNP_CCP' 'NNP' 'PMC' 'RBT_CCP' 'VBTS' 'PRP'
 'DTC' 'JJCC' 'JJD_CCP' 'FW' 'FW' 'CCP' 'VBTR' 'RBI' 'RBT' 'CCT' 'FW'
 'CCB' 'DTCP' 'NNC_CCP' 'PRO' 'CCB' 'PRSP_CCP' 'NNC' 'PMC' 'NNC' 'CCP'
 'RBM' 'VBOF' 'JJCC' 'RBI' 'CCB' 'DTCP' 'RBD' 'CCP' 'VBW' 'NNC' 'CCT'
 'NNC' 'PMP']","['MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'Flair' 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'Flair'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'MGNN']"
8,"`` Nagsimula ang pagbabawal kay Gordon na bumisita sa Atlanta 's Emory University Hospital noong Pebrero , pagkumpirma ng abogado ni Gordon .","['SYM' 'VB' 'DT' 'NOUN' 'DT' 'PROPN' 'CCP' 'VB' 'CONJ' 'PROPN' 'FW'
 'PROPN' 'PROPN' 'PROPN' 'RBW_CCP' 'PROPN' 'PUNC' 'NOUN' 'CONJ' 'NOUN'
 'DT' 'PROPN' 'PUNC']","['PMS' 'VBTS' 'DTC' 'NNC' 'DTP' 'NNP' 'CCP' 'VBAF' 'CCT' 'NNP' 'FW' 'NNP'
 'NNP' 'NNP' 'RBW_CCP' 'NNP' 'PMC' 'NNC' 'CCB' 'NNC' 'DTP' 'NNP' 'PMP']",['MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN']
9,"Ayon kay Director General Avelino Razon Jnr , hepe ng PNP chief , balak umano ng mga imbestigador na ilabas ang final report sa Enero 4 na ilang ulit ng ipinagpaliban .","['RB' 'DT' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'PUNC' 'NOUN' 'CONJ'
 'PROPN' 'Noun' 'PUNC' 'NOUN' 'CONJ' 'CONJ' 'DT' 'NOUN' 'CCP' 'VB' 'DT'
 'FW' 'FW' 'CONJ' 'PROPN' 'CCP' 'PRQ_CCP' 'RB' 'CONJ' 'VB' 'PUNC']","['RBR' 'DTP' 'NNP' 'NNP' 'NNP' 'NNP' 'NNP' 'PMC' 'NNC' 'CCB' 'NNPA' 'NN'
 'PMC' 'NNC' 'CCT' 'CCB' 'DTCP' 'NNC' 'CCP' 'VBOF' 'DTC' 'FW' 'FW' 'CCT'
 'NNP' 'CCP' 'PRQ_CCP' 'RBW' 'CCB' 'VBTS' 'PMP']","['MGNN' 'MGNN' 'Flair' 'Flair' 'MGNN' 'MGNN' 'Flair' 'MGNN' 'MGNN' 'MGNN'
 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN'
 'Flair' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN' 'MGNN']"
